Coord1,Coord2,Coord3,Ind,Character,Kart,Wheel,Glider,Weight,Acceleration,On-road Traction,Off-road Traction,Mini-Turbo,Ground Speed,Water Speed,Anti-gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-gravity Handling,Air Handling
Mini-Turbo,Ground Speed,Anti-gravity Handling,2260,Koopa Troopa,Biddybuggy,Roller,Super Glider,3.0,18.0,3.0,14.0,18.0,3.0,7.0,4.0,8.0,18.0,16.0,18.0,17.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1502,Tanooki Mario,Biddybuggy,Roller,Cloud Glider,5.0,18.0,9.0,10.0,18.0,5.0,10.0,8.0,10.0,15.0,13.0,15.0,15.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,1500,Peach,Biddybuggy,Roller,Cloud Glider,4.0,18.0,5.0,12.0,18.0,5.0,10.0,8.0,10.0,15.0,13.0,15.0,15.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3264,Cat Peach,Biddybuggy,Roller,Cloud Glider,3.0,19.0,4.0,12.0,18.0,4.0,9.0,7.0,9.0,16.0,14.0,16.0,16.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3238,Baby Peach,Biddybuggy,Roller,Super Glider,1.0,18.0,5.0,14.0,19.0,1.0,5.0,2.0,6.0,20.0,18.0,20.0,19.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3240,Baby Peach,Biddybuggy,Button,Cloud Glider,0.0,18.0,6.0,13.0,19.0,1.0,4.0,5.0,4.0,19.0,17.0,20.0,18.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,2338,Koopa Troopa,Biddybuggy,Roller,Cloud Glider,2.0,19.0,3.0,14.0,19.0,2.0,7.0,5.0,7.0,18.0,16.0,18.0,18.0
Mini-Turbo,Ground Speed,Anti-gravity Handling,3252,Baby Peach,Biddybuggy,Roller,Cloud Glider,0.0,19.0,5.0,14.0,20.0,0.0,5.0,3.0,5.0,20.0,18.0,20.0,20.0
Mini-Turbo,Ground Speed,Air Handling,3667,Wario,Circuit Special,Slick,Wario Wing,17.0,3.0,14.0,2.0,2.0,20.0,11.0,19.0,14.0,5.0,3.0,5.0,3.0
Mini-Turbo,Ground Speed,Air Handling,3666,Wario,Circuit Special,Slick,Super Glider,16.0,3.0,13.0,3.0,2.0,20.0,12.0,18.0,14.0,5.0,2.0,6.0,3.0
Mini-Turbo,Ground Speed,Air Handling,3651,Wario,Prancer,Slick,Wario Wing,15.0,4.0,12.0,3.0,4.0,19.0,13.0,18.0,15.0,7.0,5.0,5.0,6.0
Mini-Turbo,Ground Speed,Air Handling,3650,Wario,Prancer,Slick,Super Glider,14.0,4.0,11.0,4.0,4.0,19.0,14.0,17.0,15.0,7.0,4.0,6.0,6.0
Mini-Turbo,Ground Speed,Air Handling,3649,Wario,Circuit Special,Slim,Wario Wing,16.0,4.0,14.0,3.0,4.0,19.0,13.0,19.0,16.0,7.0,7.0,6.0,6.0
Mini-Turbo,Ground Speed,Air Handling,3648,Wario,Circuit Special,Slim,Super Glider,15.0,4.0,13.0,4.0,4.0,19.0,14.0,18.0,16.0,7.0,6.0,7.0,6.0
Mini-Turbo,Ground Speed,Air Handling,3677,Wario,Prancer,Slim,Wario Wing,14.0,5.0,12.0,4.0,6.0,18.0,15.0,18.0,17.0,9.0,9.0,6.0,9.0
Mini-Turbo,Ground Speed,Air Handling,3676,Wario,Prancer,Slim,Super Glider,13.0,5.0,11.0,5.0,6.0,18.0,16.0,17.0,17.0,9.0,8.0,7.0,9.0
Mini-Turbo,Ground Speed,Air Handling,3255,Wario,Prancer,Slim,Peach Parasol,13.0,6.0,12.0,4.0,7.0,17.0,15.0,18.0,16.0,9.0,9.0,6.0,10.0
Mini-Turbo,Ground Speed,Air Handling,3254,Wario,Prancer,Slim,Cloud Glider,12.0,6.0,11.0,5.0,7.0,17.0,16.0,18.0,16.0,9.0,8.0,7.0,10.0
Mini-Turbo,Ground Speed,Air Handling,3240,Donkey Kong,Prancer,Slim,Super Glider,12.0,6.0,16.0,4.0,7.0,17.0,15.0,16.0,16.0,10.0,9.0,8.0,10.0
Mini-Turbo,Ground Speed,Air Handling,3241,Donkey Kong,Prancer,Slim,Wario Wing,13.0,6.0,17.0,3.0,7.0,17.0,14.0,17.0,16.0,10.0,10.0,7.0,10.0
Mini-Turbo,Ground Speed,Air Handling,1145,Luigi,Prancer,Slim,Wario Wing,11.0,7.0,12.0,4.0,8.0,14.0,11.0,14.0,13.0,13.0,13.0,10.0,13.0
Mini-Turbo,Ground Speed,Air Handling,1144,Luigi,Prancer,Slim,Super Glider,10.0,7.0,11.0,5.0,8.0,14.0,12.0,13.0,13.0,13.0,12.0,11.0,13.0
Mini-Turbo,Ground Speed,Air Handling,2855,Donkey Kong,Prancer,Slim,Peach Parasol,12.0,7.0,17.0,3.0,8.0,16.0,14.0,17.0,15.0,10.0,10.0,7.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3111,Metal Mario,Prancer,Slim,Peach Parasol,14.0,7.0,15.0,4.0,8.0,15.0,13.0,16.0,14.0,11.0,11.0,8.0,12.0
Mini-Turbo,Ground Speed,Air Handling,3110,Metal Mario,Prancer,Slim,Cloud Glider,13.0,7.0,14.0,5.0,8.0,15.0,14.0,16.0,14.0,11.0,10.0,9.0,12.0
Mini-Turbo,Ground Speed,Air Handling,2854,Donkey Kong,Prancer,Slim,Cloud Glider,11.0,7.0,16.0,4.0,8.0,16.0,15.0,17.0,15.0,10.0,9.0,8.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3689,Wario,Prancer,Button,Wario Wing,12.0,8.0,9.0,6.0,9.0,16.0,15.0,16.0,17.0,8.0,8.0,7.0,7.0
Mini-Turbo,Ground Speed,Air Handling,3688,Wario,Prancer,Button,Super Glider,11.0,8.0,8.0,7.0,9.0,16.0,16.0,15.0,17.0,8.0,7.0,8.0,7.0
Mini-Turbo,Ground Speed,Air Handling,2973,Wario,Cat Cruiser,Slim,Peach Parasol,14.0,9.0,15.0,5.0,9.0,15.0,14.0,18.0,17.0,10.0,8.0,7.0,11.0
Mini-Turbo,Ground Speed,Air Handling,2972,Wario,Cat Cruiser,Slim,Cloud Glider,13.0,9.0,14.0,6.0,9.0,15.0,15.0,18.0,17.0,10.0,7.0,8.0,11.0
Mini-Turbo,Ground Speed,Air Handling,2936,Donkey Kong,Cat Cruiser,Slim,Super Glider,13.0,9.0,19.0,5.0,9.0,15.0,14.0,16.0,17.0,11.0,8.0,9.0,11.0
Mini-Turbo,Ground Speed,Air Handling,2937,Donkey Kong,Cat Cruiser,Slim,Wario Wing,14.0,9.0,20.0,4.0,9.0,15.0,13.0,17.0,17.0,11.0,9.0,8.0,11.0
Mini-Turbo,Ground Speed,Air Handling,503,Luigi,Prancer,Slim,Peach Parasol,10.0,8.0,12.0,4.0,9.0,13.0,11.0,14.0,12.0,13.0,13.0,10.0,14.0
Mini-Turbo,Ground Speed,Air Handling,502,Luigi,Prancer,Slim,Cloud Glider,9.0,8.0,11.0,5.0,9.0,13.0,12.0,14.0,12.0,13.0,12.0,11.0,14.0
Mini-Turbo,Ground Speed,Air Handling,2928,Donkey Kong,Standard Kart,Slim,Cloud Glider,12.0,9.0,18.0,5.0,9.0,15.0,15.0,17.0,15.0,10.0,8.0,9.0,11.0
Mini-Turbo,Ground Speed,Air Handling,2929,Donkey Kong,Standard Kart,Slim,Peach Parasol,13.0,9.0,19.0,4.0,9.0,15.0,14.0,17.0,15.0,10.0,9.0,8.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3479,Metal Mario,Cat Cruiser,Slim,Peach Parasol,15.0,10.0,18.0,5.0,10.0,13.0,12.0,16.0,15.0,12.0,10.0,9.0,13.0
Mini-Turbo,Ground Speed,Air Handling,3478,Metal Mario,Cat Cruiser,Slim,Cloud Glider,14.0,10.0,17.0,6.0,10.0,13.0,13.0,16.0,15.0,12.0,9.0,10.0,13.0
Mini-Turbo,Ground Speed,Air Handling,3342,Donkey Kong,Cat Cruiser,Slim,Cloud Glider,12.0,10.0,19.0,5.0,10.0,14.0,14.0,17.0,16.0,11.0,8.0,9.0,12.0
Mini-Turbo,Ground Speed,Air Handling,3291,Wario,Prancer,Roller,Wario Wing,12.0,9.0,8.0,7.0,10.0,15.0,16.0,14.0,18.0,9.0,9.0,7.0,9.0
Mini-Turbo,Ground Speed,Air Handling,3290,Wario,Prancer,Roller,Super Glider,11.0,9.0,7.0,8.0,10.0,15.0,17.0,13.0,18.0,9.0,8.0,8.0,9.0
Mini-Turbo,Ground Speed,Air Handling,1393,Koopa Troopa,Prancer,Slim,Wario Wing,7.0,9.0,8.0,8.0,10.0,10.0,7.0,10.0,9.0,16.0,16.0,13.0,16.0
Mini-Turbo,Ground Speed,Air Handling,1392,Koopa Troopa,Prancer,Slim,Super Glider,6.0,9.0,7.0,9.0,10.0,10.0,8.0,9.0,9.0,16.0,15.0,14.0,16.0
Mini-Turbo,Ground Speed,Air Handling,1377,Toad,Prancer,Slim,Peach Parasol,7.0,10.0,10.0,7.0,10.0,10.0,8.0,11.0,9.0,15.0,15.0,12.0,16.0
Mini-Turbo,Ground Speed,Air Handling,1376,Toad,Prancer,Slim,Cloud Glider,6.0,10.0,9.0,8.0,10.0,10.0,9.0,11.0,9.0,15.0,14.0,13.0,16.0
Mini-Turbo,Ground Speed,Air Handling,3343,Donkey Kong,Cat Cruiser,Slim,Peach Parasol,13.0,10.0,20.0,4.0,10.0,14.0,13.0,17.0,16.0,11.0,9.0,8.0,12.0
Mini-Turbo,Ground Speed,Air Handling,32,Luigi,Standard Kart,Slim,Cloud Glider,10.0,10.0,13.0,6.0,10.0,12.0,12.0,14.0,12.0,13.0,11.0,12.0,14.0
Mini-Turbo,Ground Speed,Air Handling,141,Tanooki Mario,Prancer,Slim,Peach Parasol,9.0,9.0,14.0,4.0,10.0,12.0,10.0,13.0,11.0,13.0,13.0,10.0,14.0
Mini-Turbo,Ground Speed,Air Handling,140,Tanooki Mario,Prancer,Slim,Cloud Glider,8.0,9.0,13.0,5.0,10.0,12.0,11.0,13.0,11.0,13.0,12.0,11.0,14.0
Mini-Turbo,Ground Speed,Air Handling,69,Peach,Prancer,Slim,Peach Parasol,8.0,9.0,10.0,6.0,10.0,12.0,10.0,13.0,11.0,13.0,13.0,10.0,14.0
Mini-Turbo,Ground Speed,Air Handling,33,Luigi,Standard Kart,Slim,Peach Parasol,11.0,10.0,14.0,5.0,10.0,12.0,11.0,14.0,12.0,13.0,12.0,11.0,14.0
Mini-Turbo,Ground Speed,Air Handling,40,Luigi,Cat Cruiser,Slim,Super Glider,11.0,10.0,14.0,6.0,10.0,12.0,11.0,13.0,14.0,14.0,11.0,12.0,14.0
Mini-Turbo,Ground Speed,Air Handling,41,Luigi,Cat Cruiser,Slim,Wario Wing,12.0,10.0,15.0,5.0,10.0,12.0,10.0,14.0,14.0,14.0,12.0,11.0,14.0
Mini-Turbo,Ground Speed,Air Handling,68,Peach,Prancer,Slim,Cloud Glider,7.0,9.0,9.0,7.0,10.0,12.0,11.0,13.0,11.0,13.0,12.0,11.0,14.0
Mini-Turbo,Ground Speed,Air Handling,199,Luigi,Cat Cruiser,Slim,Peach Parasol,11.0,11.0,15.0,5.0,11.0,11.0,10.0,14.0,13.0,14.0,12.0,11.0,15.0
Mini-Turbo,Ground Speed,Air Handling,198,Luigi,Cat Cruiser,Slim,Cloud Glider,10.0,11.0,14.0,6.0,11.0,11.0,11.0,14.0,13.0,14.0,11.0,12.0,15.0
Mini-Turbo,Ground Speed,Air Handling,1907,Baby Peach,Prancer,Slim,Wario Wing,5.0,9.0,10.0,8.0,11.0,8.0,5.0,8.0,7.0,18.0,18.0,15.0,18.0
Mini-Turbo,Ground Speed,Air Handling,1511,Koopa Troopa,Prancer,Slim,Peach Parasol,6.0,10.0,8.0,8.0,11.0,9.0,7.0,10.0,8.0,16.0,16.0,13.0,17.0
Mini-Turbo,Ground Speed,Air Handling,1906,Baby Peach,Prancer,Slim,Super Glider,4.0,9.0,9.0,9.0,11.0,8.0,6.0,7.0,7.0,18.0,17.0,16.0,18.0
Mini-Turbo,Ground Speed,Air Handling,3142,Donkey Kong,Prancer,Roller,Super Glider,10.0,10.0,12.0,7.0,11.0,14.0,16.0,12.0,17.0,10.0,9.0,9.0,10.0
Mini-Turbo,Ground Speed,Air Handling,3143,Donkey Kong,Prancer,Roller,Wario Wing,11.0,10.0,13.0,6.0,11.0,14.0,15.0,13.0,17.0,10.0,10.0,8.0,10.0
Mini-Turbo,Ground Speed,Air Handling,1297,Rosalina,Cat Cruiser,Slim,Peach Parasol,12.0,10.0,19.0,7.0,11.0,12.0,11.0,15.0,14.0,12.0,10.0,9.0,13.0
Mini-Turbo,Ground Speed,Air Handling,1296,Rosalina,Cat Cruiser,Slim,Cloud Glider,11.0,10.0,18.0,8.0,11.0,12.0,12.0,15.0,14.0,12.0,9.0,10.0,13.0
Mini-Turbo,Ground Speed,Air Handling,3164,Wario,Prancer,Roller,Cloud Glider,10.0,10.0,7.0,8.0,11.0,14.0,17.0,14.0,17.0,9.0,8.0,8.0,10.0
Mini-Turbo,Ground Speed,Air Handling,3165,Wario,Prancer,Roller,Peach Parasol,11.0,10.0,8.0,7.0,11.0,14.0,16.0,14.0,17.0,9.0,9.0,7.0,10.0
Mini-Turbo,Ground Speed,Air Handling,1510,Koopa Troopa,Prancer,Slim,Cloud Glider,5.0,10.0,7.0,9.0,11.0,9.0,8.0,10.0,8.0,16.0,15.0,14.0,17.0
Mini-Turbo,Ground Speed,Air Handling,808,Tanooki Mario,Cat Cruiser,Slim,Cloud Glider,9.0,12.0,16.0,6.0,12.0,10.0,10.0,13.0,12.0,14.0,11.0,12.0,15.0
Mini-Turbo,Ground Speed,Air Handling,761,Peach,Cat Cruiser,Slim,Peach Parasol,9.0,12.0,13.0,7.0,12.0,10.0,9.0,13.0,12.0,14.0,12.0,11.0,15.0
Mini-Turbo,Ground Speed,Air Handling,2210,Baby Peach,Prancer,Slim,Cloud Glider,3.0,10.0,9.0,9.0,12.0,7.0,6.0,8.0,6.0,18.0,17.0,16.0,19.0
Mini-Turbo,Ground Speed,Air Handling,2211,Baby Peach,Prancer,Slim,Peach Parasol,4.0,10.0,10.0,8.0,12.0,7.0,5.0,8.0,6.0,18.0,18.0,15.0,19.0
Mini-Turbo,Ground Speed,Air Handling,683,Metal Mario,Biddybuggy,Slim,Peach Parasol,13.0,12.0,15.0,6.0,12.0,11.0,11.0,15.0,12.0,13.0,12.0,11.0,13.0
Mini-Turbo,Ground Speed,Air Handling,3626,Metal Mario,Prancer,Roller,Cloud Glider,11.0,11.0,10.0,8.0,12.0,12.0,15.0,12.0,15.0,11.0,10.0,10.0,12.0
Mini-Turbo,Ground Speed,Air Handling,629,Luigi,Prancer,Roller,Wario Wing,9.0,11.0,8.0,7.0,12.0,11.0,12.0,10.0,14.0,13.0,13.0,11.0,13.0
Mini-Turbo,Ground Speed,Air Handling,3627,Metal Mario,Prancer,Roller,Peach Parasol,12.0,11.0,11.0,7.0,12.0,12.0,14.0,12.0,15.0,11.0,11.0,9.0,12.0
Mini-Turbo,Ground Speed,Air Handling,3585,Donkey Kong,Biddybuggy,Slim,Peach Parasol,11.0,12.0,17.0,5.0,12.0,12.0,12.0,16.0,13.0,12.0,11.0,10.0,12.0
Mini-Turbo,Ground Speed,Air Handling,3584,Donkey Kong,Biddybuggy,Slim,Cloud Glider,10.0,12.0,16.0,6.0,12.0,12.0,13.0,16.0,13.0,12.0,10.0,11.0,12.0
Mini-Turbo,Ground Speed,Air Handling,628,Luigi,Prancer,Roller,Super Glider,8.0,11.0,7.0,8.0,12.0,11.0,13.0,9.0,14.0,13.0,12.0,12.0,13.0
Mini-Turbo,Ground Speed,Air Handling,682,Metal Mario,Biddybuggy,Slim,Cloud Glider,12.0,12.0,14.0,7.0,12.0,11.0,12.0,15.0,12.0,13.0,11.0,12.0,13.0
Mini-Turbo,Ground Speed,Air Handling,760,Peach,Cat Cruiser,Slim,Cloud Glider,8.0,12.0,12.0,8.0,12.0,10.0,10.0,13.0,12.0,14.0,11.0,12.0,15.0
Mini-Turbo,Ground Speed,Air Handling,3199,Donkey Kong,Prancer,Roller,Peach Parasol,10.0,11.0,13.0,6.0,12.0,13.0,15.0,13.0,16.0,10.0,10.0,8.0,11.0
Mini-Turbo,Ground Speed,Air Handling,1726,Koopa Troopa,Cat Cruiser,Slim,Super Glider,7.0,12.0,10.0,10.0,12.0,8.0,7.0,9.0,10.0,17.0,14.0,15.0,17.0
Mini-Turbo,Ground Speed,Air Handling,1719,Koopa Troopa,Standard Kart,Slim,Peach Parasol,7.0,12.0,10.0,9.0,12.0,8.0,7.0,10.0,8.0,16.0,15.0,14.0,17.0
Mini-Turbo,Ground Speed,Air Handling,1017,Cat Peach,Cat Cruiser,Slim,Peach Parasol,8.0,13.0,12.0,7.0,12.0,9.0,8.0,12.0,11.0,15.0,13.0,12.0,16.0
Mini-Turbo,Ground Speed,Air Handling,1016,Cat Peach,Cat Cruiser,Slim,Cloud Glider,7.0,13.0,11.0,8.0,12.0,9.0,9.0,12.0,11.0,15.0,12.0,13.0,16.0
Mini-Turbo,Ground Speed,Air Handling,1718,Koopa Troopa,Standard Kart,Slim,Cloud Glider,6.0,12.0,9.0,10.0,12.0,8.0,8.0,10.0,8.0,16.0,14.0,15.0,17.0
Mini-Turbo,Ground Speed,Air Handling,1671,Toad,Cat Cruiser,Slim,Peach Parasol,8.0,13.0,13.0,8.0,12.0,8.0,7.0,11.0,10.0,16.0,14.0,13.0,17.0
Mini-Turbo,Ground Speed,Air Handling,3198,Donkey Kong,Prancer,Roller,Cloud Glider,9.0,11.0,12.0,7.0,12.0,13.0,16.0,13.0,16.0,10.0,9.0,9.0,11.0
Mini-Turbo,Ground Speed,Air Handling,809,Tanooki Mario,Cat Cruiser,Slim,Peach Parasol,10.0,12.0,17.0,5.0,12.0,10.0,9.0,13.0,12.0,14.0,12.0,11.0,15.0
Mini-Turbo,Ground Speed,Air Handling,1727,Koopa Troopa,Cat Cruiser,Slim,Wario Wing,8.0,12.0,11.0,9.0,12.0,8.0,6.0,10.0,10.0,17.0,15.0,14.0,17.0
Mini-Turbo,Ground Speed,Air Handling,1670,Toad,Cat Cruiser,Slim,Cloud Glider,7.0,13.0,12.0,9.0,12.0,8.0,8.0,11.0,10.0,16.0,13.0,14.0,17.0
Mini-Turbo,Ground Speed,Air Handling,3515,Donkey Kong,Cat Cruiser,Roller,Wario Wing,12.0,13.0,16.0,7.0,13.0,12.0,14.0,13.0,18.0,11.0,9.0,9.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3508,Donkey Kong,Standard Kart,Roller,Cloud Glider,10.0,13.0,14.0,8.0,13.0,12.0,16.0,13.0,16.0,10.0,8.0,10.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3528,Wario,Cat Cruiser,Roller,Cloud Glider,11.0,13.0,10.0,9.0,13.0,12.0,16.0,14.0,18.0,10.0,7.0,9.0,11.0
Mini-Turbo,Ground Speed,Air Handling,335,Luigi,Prancer,Roller,Peach Parasol,8.0,12.0,8.0,7.0,13.0,10.0,12.0,10.0,13.0,13.0,13.0,11.0,14.0
Mini-Turbo,Ground Speed,Air Handling,334,Luigi,Prancer,Roller,Cloud Glider,7.0,12.0,7.0,8.0,13.0,10.0,13.0,10.0,13.0,13.0,12.0,12.0,14.0
Mini-Turbo,Ground Speed,Air Handling,3514,Donkey Kong,Cat Cruiser,Roller,Super Glider,11.0,13.0,15.0,8.0,13.0,12.0,15.0,12.0,18.0,11.0,8.0,10.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3529,Wario,Cat Cruiser,Roller,Peach Parasol,12.0,13.0,11.0,8.0,13.0,12.0,15.0,14.0,18.0,10.0,8.0,8.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3509,Donkey Kong,Standard Kart,Roller,Peach Parasol,11.0,13.0,15.0,7.0,13.0,12.0,15.0,13.0,16.0,10.0,9.0,9.0,11.0
Mini-Turbo,Ground Speed,Air Handling,2335,Baby Peach,Cat Cruiser,Slim,Wario Wing,6.0,12.0,13.0,9.0,13.0,6.0,4.0,8.0,8.0,19.0,17.0,16.0,19.0
Mini-Turbo,Ground Speed,Air Handling,2326,Baby Peach,Standard Kart,Slim,Cloud Glider,4.0,12.0,11.0,10.0,13.0,6.0,6.0,8.0,6.0,18.0,16.0,17.0,19.0
Mini-Turbo,Ground Speed,Air Handling,855,Luigi,Biddybuggy,Slim,Peach Parasol,9.0,13.0,12.0,6.0,13.0,9.0,9.0,13.0,10.0,15.0,14.0,13.0,15.0
Mini-Turbo,Ground Speed,Air Handling,2054,Koopa Troopa,Cat Cruiser,Slim,Cloud Glider,6.0,13.0,10.0,10.0,13.0,7.0,7.0,10.0,9.0,17.0,14.0,15.0,18.0
Mini-Turbo,Ground Speed,Air Handling,2055,Koopa Troopa,Cat Cruiser,Slim,Peach Parasol,7.0,13.0,11.0,9.0,13.0,7.0,6.0,10.0,9.0,17.0,15.0,14.0,18.0
Mini-Turbo,Ground Speed,Air Handling,854,Luigi,Biddybuggy,Slim,Cloud Glider,8.0,13.0,11.0,7.0,13.0,9.0,10.0,13.0,10.0,15.0,13.0,14.0,15.0
Mini-Turbo,Ground Speed,Air Handling,2327,Baby Peach,Standard Kart,Slim,Peach Parasol,5.0,12.0,12.0,9.0,13.0,6.0,5.0,8.0,6.0,18.0,17.0,16.0,19.0
Mini-Turbo,Ground Speed,Air Handling,2334,Baby Peach,Cat Cruiser,Slim,Super Glider,5.0,12.0,12.0,10.0,13.0,6.0,5.0,7.0,8.0,19.0,16.0,17.0,19.0
Mini-Turbo,Ground Speed,Air Handling,1622,Cat Peach,Biddybuggy,Slim,Cloud Glider,5.0,15.0,8.0,9.0,14.0,7.0,8.0,11.0,8.0,16.0,14.0,15.0,16.0
Mini-Turbo,Ground Speed,Air Handling,1599,Koopa Troopa,Prancer,Roller,Wario Wing,5.0,13.0,4.0,11.0,14.0,7.0,8.0,6.0,10.0,16.0,16.0,14.0,16.0
Mini-Turbo,Ground Speed,Air Handling,1598,Koopa Troopa,Prancer,Roller,Super Glider,4.0,13.0,3.0,12.0,14.0,7.0,9.0,5.0,10.0,16.0,15.0,15.0,16.0
Mini-Turbo,Ground Speed,Air Handling,3551,Donkey Kong,Cat Cruiser,Roller,Peach Parasol,11.0,14.0,16.0,7.0,14.0,11.0,14.0,13.0,17.0,11.0,9.0,9.0,12.0
Mini-Turbo,Ground Speed,Air Handling,1570,Toad,Prancer,Roller,Cloud Glider,4.0,14.0,5.0,11.0,14.0,7.0,10.0,7.0,10.0,15.0,14.0,14.0,16.0
Mini-Turbo,Ground Speed,Air Handling,3731,Metal Mario,Cat Cruiser,Roller,Peach Parasol,13.0,14.0,14.0,8.0,14.0,10.0,13.0,12.0,16.0,12.0,10.0,10.0,13.0
Mini-Turbo,Ground Speed,Air Handling,3730,Metal Mario,Cat Cruiser,Roller,Cloud Glider,12.0,14.0,13.0,9.0,14.0,10.0,14.0,12.0,16.0,12.0,9.0,11.0,13.0
Mini-Turbo,Ground Speed,Air Handling,1571,Toad,Prancer,Roller,Peach Parasol,5.0,14.0,6.0,10.0,14.0,7.0,9.0,7.0,10.0,15.0,15.0,13.0,16.0
Mini-Turbo,Ground Speed,Air Handling,414,Luigi,Standard Kart,Roller,Cloud Glider,8.0,14.0,9.0,9.0,14.0,9.0,13.0,10.0,13.0,13.0,11.0,13.0,14.0
Mini-Turbo,Ground Speed,Air Handling,415,Luigi,Standard Kart,Roller,Peach Parasol,9.0,14.0,10.0,8.0,14.0,9.0,12.0,10.0,13.0,13.0,12.0,12.0,14.0
Mini-Turbo,Ground Speed,Air Handling,420,Luigi,Cat Cruiser,Roller,Super Glider,9.0,14.0,10.0,9.0,14.0,9.0,12.0,9.0,15.0,14.0,11.0,13.0,14.0
Mini-Turbo,Ground Speed,Air Handling,3550,Donkey Kong,Cat Cruiser,Roller,Cloud Glider,10.0,14.0,15.0,8.0,14.0,11.0,15.0,13.0,17.0,11.0,8.0,10.0,12.0
Mini-Turbo,Ground Speed,Air Handling,2626,Baby Peach,Cat Cruiser,Slim,Cloud Glider,4.0,13.0,12.0,10.0,14.0,5.0,5.0,8.0,7.0,19.0,16.0,17.0,20.0
Mini-Turbo,Ground Speed,Air Handling,1623,Cat Peach,Biddybuggy,Slim,Peach Parasol,6.0,15.0,9.0,8.0,14.0,7.0,7.0,11.0,8.0,16.0,15.0,14.0,16.0
Mini-Turbo,Ground Speed,Air Handling,469,Tanooki Mario,Prancer,Roller,Peach Parasol,7.0,13.0,10.0,7.0,14.0,9.0,11.0,9.0,12.0,13.0,13.0,11.0,14.0
Mini-Turbo,Ground Speed,Air Handling,2627,Baby Peach,Cat Cruiser,Slim,Peach Parasol,5.0,13.0,13.0,9.0,14.0,5.0,4.0,8.0,7.0,19.0,17.0,16.0,20.0
Mini-Turbo,Ground Speed,Air Handling,441,Peach,Prancer,Roller,Peach Parasol,6.0,13.0,6.0,9.0,14.0,9.0,11.0,9.0,12.0,13.0,13.0,11.0,14.0
Mini-Turbo,Ground Speed,Air Handling,440,Peach,Prancer,Roller,Cloud Glider,5.0,13.0,5.0,10.0,14.0,9.0,12.0,9.0,12.0,13.0,12.0,12.0,14.0
Mini-Turbo,Ground Speed,Air Handling,421,Luigi,Cat Cruiser,Roller,Wario Wing,10.0,14.0,11.0,8.0,14.0,9.0,11.0,10.0,15.0,14.0,12.0,12.0,14.0
Mini-Turbo,Ground Speed,Air Handling,468,Tanooki Mario,Prancer,Roller,Cloud Glider,6.0,13.0,9.0,8.0,14.0,9.0,12.0,9.0,12.0,13.0,12.0,12.0,14.0
Mini-Turbo,Ground Speed,Air Handling,3705,Wario,Biddybuggy,Roller,Peach Parasol,10.0,15.0,8.0,9.0,15.0,10.0,14.0,13.0,15.0,11.0,10.0,10.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3699,Donkey Kong,Biddybuggy,Roller,Wario Wing,10.0,15.0,13.0,8.0,15.0,10.0,13.0,12.0,15.0,12.0,11.0,11.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3745,Rosalina,Cat Cruiser,Roller,Peach Parasol,10.0,14.0,15.0,10.0,15.0,9.0,12.0,11.0,15.0,12.0,10.0,10.0,13.0
Mini-Turbo,Ground Speed,Air Handling,3744,Rosalina,Cat Cruiser,Roller,Cloud Glider,9.0,14.0,14.0,11.0,15.0,9.0,13.0,11.0,15.0,12.0,9.0,11.0,13.0
Mini-Turbo,Ground Speed,Air Handling,3702,Donkey Kong,Landship,Roller,Cloud Glider,8.0,15.0,11.0,11.0,15.0,10.0,18.0,10.0,15.0,11.0,11.0,9.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3703,Donkey Kong,Landship,Roller,Peach Parasol,9.0,15.0,12.0,10.0,15.0,10.0,17.0,10.0,15.0,11.0,12.0,8.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3698,Donkey Kong,Biddybuggy,Roller,Super Glider,9.0,15.0,12.0,9.0,15.0,10.0,14.0,11.0,15.0,12.0,10.0,12.0,11.0
Mini-Turbo,Ground Speed,Air Handling,3704,Wario,Biddybuggy,Roller,Cloud Glider,9.0,15.0,7.0,10.0,15.0,10.0,15.0,13.0,15.0,11.0,9.0,11.0,11.0
Mini-Turbo,Ground Speed,Air Handling,2530,Baby Peach,Prancer,Roller,Super Glider,2.0,13.0,5.0,12.0,15.0,5.0,7.0,3.0,8.0,18.0,17.0,17.0,18.0
Mini-Turbo,Ground Speed,Air Handling,1967,Koopa Troopa,Prancer,Roller,Peach Parasol,4.0,14.0,4.0,11.0,15.0,6.0,8.0,6.0,9.0,16.0,16.0,14.0,17.0
